0,0.0,100.0,-11746.88874,4693.691288,110.274998,false,0.0,0.0
1,0.0,100.0,-12917.179965,1666.621659,110.275,false,0.0,0.0
2,0.0,100.0,-10451.150392,-2640.990464,110.274997,false,0.0,0.0
3,0.0,100.0,-10226.686875,6577.677502,110.275001,false,0.0,0.0
4,0.0,100.0,-11781.754122,1138.992271,110.275001,false,0.0,0.0
5,0.0,100.0,-11435.754064,3955.531285,110.274996,false,0.0,0.0
6,0.0,100.0,-12142.30391,257.327385,110.274998,false,0.0,0.0
7,0.0,100.0,-10646.388339,66.493538,110.275002,false,0.0,0.0
0,0.0,100.0,-9596.112616,3069.915347,110.274998,false,0.0,0.0
1,0.0,100.0,-10492.151444,697.500182,110.275,false,0.0,0.0
2,0.0,100.0,-7621.702424,-1835.156598,104.905175,false,0.0,0.0
3,0.0,100.0,-8190.94488,5577.39172,110.275001,false,0.0,0.0
4,0.0,100.0,-10010.288141,3301.238749,110.275001,false,0.0,0.0
5,0.0,100.0,-9025.481024,2557.788902,110.274923,false,0.0,0.0
6,0.0,100.0,-10884.636945,2984.918287,110.274998,false,0.0,0.0
7,0.0,100.0,-7858.353226,1183.784249,104.905192,false,0.0,0.0
0,0.0,100.0,-8749.646673,2184.927032,110.274956,false,0.0,0.0
1,0.0,100.0,-7493.028166,793.497856,104.905217,false,0.0,0.0
2,0.0,100.0,-4937.593679,-492.795753,147.240783,false,0.0,0.0
3,0.0,100.0,-7381.350472,2702.128581,110.275001,false,0.0,0.0
4,0.0,100.0,-7808.187642,5190.265668,110.275001,false,0.0,0.0
5,0.0,100.0,-6426.448056,1975.451116,110.274923,false,0.0,0.0
6,0.0,100.0,-9091.11724,4827.732704,110.274998,false,0.0,0.0
7,0.0,100.0,-4972.403501,1969.236355,110.041922,false,0.0,0.0
0,0.0,100.0,-6149.88717,1975.734168,110.274956,false,0.0,0.0
1,0.0,100.0,-4495.769775,937.354349,104.905151,false,0.0,0.0
2,0.0,100.0,-2538.760874,794.085238,104.905206,true,0.0,0.0
3,0.0,100.0,-5638.43496,353.296127,117.592405,false,0.0,0.0
4,0.0,100.0,-5631.739257,6458.184219,110.275001,false,0.0,0.0
5,0.0,100.0,-3425.739386,1975.753967,110.274923,false,0.0,0.0
6,0.0,100.0,-8127.985315,6160.309021,110.274998,false,0.0,0.0
7,0.0,100.0,-2713.325308,3582.582705,110.275001,false,0.0,0.0
0,0.0,100.0,-3146.536386,1975.888837,110.274956,false,0.0,0.0
1,0.0,100.0,-2750.917598,1191.312921,104.905179,true,0.0,1.5
2,0.0,40.0,-2538.760874,794.085238,104.905206,true,0.2,5.0
3,0.0,100.0,-4598.453467,-468.029875,106.951223,true,0.0,2.4
4,0.0,100.0,-5631.739257,6458.184219,110.275001,true,0.222222,4.6
5,0.0,100.0,-2351.051865,1975.862432,110.274923,true,0.0,2.7
6,0.0,100.0,-7528.861149,3278.612218,110.274998,false,0.0,0.0
7,0.0,100.0,-1491.730197,4851.850493,110.275001,true,0.0,1.5
0,0.0,100.0,-2419.422612,1975.732394,110.274954,true,0.0,2.9
1,0.0,60.0,-2750.917598,1191.312921,104.905179,true,0.153846,6.5
3,0.0,80.0,-4598.453467,-468.029875,106.951223,true,0.076923,7.4
4,0.0,100.0,-5631.739257,6458.184219,110.275001,true,0.210526,9.6
5,0.0,80.0,-2351.051865,1975.862432,110.274923,true,0.125,7.7
6,0.0,100.0,-5323.624891,1395.911588,104.905213,false,0.0,0.0
7,0.0,60.0,-1491.730197,4851.850493,110.275001,true,0.071429,6.5
0,0.0,80.0,-2419.422612,1975.732394,110.274954,true,0.0,7.9
1,0.0,60.0,-2750.917598,1191.312921,104.905179,true,0.090909,11.5
3,0.0,80.0,-4598.453467,-468.029875,106.951223,true,0.136364,12.4
4,0.0,100.0,-5631.739257,6458.184219,110.275001,true,0.142857,14.6
6,0.0,100.0,-3992.168221,447.754286,117.476537,true,0.0,1.6
7,0.0,40.0,-1491.730197,4851.850493,110.275001,true,0.130435,11.5
0,2.0,60.0,-2419.422612,1975.732394,110.274954,true,0.086957,12.9
3,2.0,40.0,-4598.453467,-468.029875,106.951223,true,0.09375,17.4
4,2.0,100.0,-4332.219223,4874.673431,110.275001,true,0.172414,19.6
6,2.0,100.0,-2568.781893,2551.82234,110.275003,true,0.2,6.6
7,2.0,40.0,-1491.730197,4851.850493,110.275001,true,0.129032,16.5
0,3.0,60.0,-2419.422612,1975.732394,110.274954,true,0.096774,17.9
3,3.0,20.0,-4598.453467,-468.029875,106.951223,true,0.121951,22.4
4,3.0,100.0,-4400.93135,1867.904118,110.262295,true,0.172414,24.6
6,3.0,100.0,-858.535942,5026.484841,110.275003,true,0.2,11.6
7,3.0,40.0,-1432.311551,4466.006265,110.275001,true,0.128205,21.5
0,4.0,20.0,-2419.422612,1975.732394,110.274954,true,0.076923,22.9
3,4.0,20.0,-6584.115413,839.385729,115.722415,true,0.139535,27.4
4,4.0,100.0,-4533.208167,-1128.729913,104.905175,true,0.172414,29.6
6,4.0,100.0,275.923423,5851.355058,110.275002,true,0.2,16.6
7,4.0,20.0,-1432.311551,4466.006265,110.275001,true,0.145833,26.5
3,5.0,20.0,-8543.049034,2044.990664,110.168084,true,0.139535,32.4
4,5.0,100.0,-4658.219954,-4027.81212,134.902791,true,0.172414,34.6
6,5.0,80.0,258.005555,4558.684445,110.275002,true,0.1,21.6
7,5.0,20.0,178.386515,6557.009923,110.275001,true,0.142857,31.5
3,5.0,20.0,-5552.049399,1975.934575,110.168084,true,0.139535,37.4
4,5.0,100.0,-5355.567726,-1923.662717,104.905213,true,0.172414,39.6
6,5.0,60.0,258.005555,4558.684445,110.275002,true,0.055556,26.6
7,5.0,20.0,-1343.453096,4561.607754,110.274999,true,0.142857,36.5
3,5.0,20.0,-4307.275126,1252.124516,108.939361,true,0.139535,42.4
4,5.0,100.0,-6472.08433,848.705207,107.739598,true,0.172414,44.6
6,5.0,40.0,258.005555,4558.684445,110.275002,true,0.037037,31.6
7,5.0,20.0,-3537.013693,2549.454948,110.274998,true,0.142857,41.5
3,5.0,20.0,-5790.266135,-1348.306084,137.980401,true,0.139535,47.4
